"","GEOID","County","State","indicator","value"
"23202","51141","Patrick, VA","VIRGINIA","Life Expectancy",74.925
"23203","51145","Powhatan, VA","VIRGINIA","Life Expectancy",79.35
"23204","51147","PrinceEdward, VA","VIRGINIA","Life Expectancy",74.7333333333333
"23205","51155","Pulaski, VA","VIRGINIA","Life Expectancy",75.4375
"23206","51157","Rappahannock, VA","VIRGINIA","Life Expectancy",79.65
"23207","51159","Richmond, VA","VIRGINIA","Life Expectancy",78.2
"23208","51161","Roanoke, VA","VIRGINIA","Life Expectancy",79.2529411764706
"23209","51167","Russell, VA","VIRGINIA","Life Expectancy",76.1714285714286
"23210","51169","Scott, VA","VIRGINIA","Life Expectancy",75.1833333333333
"23211","51171","Shenandoah, VA","VIRGINIA","Life Expectancy",78.6666666666667
"23212","51173","Smyth, VA","VIRGINIA","Life Expectancy",74.45
"23213","51179","Stafford, VA","VIRGINIA","Life Expectancy",79.5
"23214","51181","Surry, VA","VIRGINIA","Life Expectancy",76.55
"23215","51183","Sussex, VA","VIRGINIA","Life Expectancy",71
"23216","51185","Tazewell, VA","VIRGINIA","Life Expectancy",73.34
"23217","51187","Warren, VA","VIRGINIA","Life Expectancy",76.6
"23218","51193","Westmoreland, VA","VIRGINIA","Life Expectancy",76.8666666666667
"23219","51197","Wythe, VA","VIRGINIA","Life Expectancy",76.0333333333333
"23220","53001","Adams, WA","WASHINGTON","Life Expectancy",78.66
"23221","53003","Asotin, WA","WASHINGTON","Life Expectancy",77.56
"23222","53005","Benton, WA","WASHINGTON","Life Expectancy",79.61875
"23223","53007","Chelan, WA","WASHINGTON","Life Expectancy",80.4230769230769
"23224","53009","Clallam, WA","WASHINGTON","Life Expectancy",78.85
"23225","53011","Clark, WA","WASHINGTON","Life Expectancy",79.1551020408163
"23226","53013","Columbia, WA","WASHINGTON","Life Expectancy",79
"23227","53015","Cowlitz, WA","WASHINGTON","Life Expectancy",76.9652173913043
"23228","53017","Douglas, WA","WASHINGTON","Life Expectancy",81.1
"23229","53019","Ferry, WA","WASHINGTON","Life Expectancy",79.4
"23230","53021","Franklin, WA","WASHINGTON","Life Expectancy",80.3916666666667
"23231","53023","Garfield, WA","WASHINGTON","Life Expectancy",82.5
"23232","53025","Grant, WA","WASHINGTON","Life Expectancy",80.31875
"23233","53027","GraysHarbor, WA","WASHINGTON","Life Expectancy",76.85
"23234","53029","Island, WA","WASHINGTON","Life Expectancy",81.4368421052632
"23235","53031","Jefferson, WA","WASHINGTON","Life Expectancy",81.3714285714286
"23236","53033","King, WA","WASHINGTON","Life Expectancy",81.2018518518519
"23237","53035","Kitsap, WA","WASHINGTON","Life Expectancy",79.3808510638298
"23238","53037","Kittitas, WA","WASHINGTON","Life Expectancy",80.7375
"23239","53039","Klickitat, WA","WASHINGTON","Life Expectancy",82.7333333333333
"23240","53041","Lewis, WA","WASHINGTON","Life Expectancy",78.315
"23241","53043","Lincoln, WA","WASHINGTON","Life Expectancy",81.05
"23242","53045","Mason, WA","WASHINGTON","Life Expectancy",77.5583333333333
"23243","53047","Okanogan, WA","WASHINGTON","Life Expectancy",80.52
"23244","53049","Pacific, WA","WASHINGTON","Life Expectancy",77.5
"23245","53051","PendOreille, WA","WASHINGTON","Life Expectancy",79.24
"23246","53053","Pierce, WA","WASHINGTON","Life Expectancy",78.51
"23247","53055","SanJuan, WA","WASHINGTON","Life Expectancy",84.35
"23248","53057","Skagit, WA","WASHINGTON","Life Expectancy",79.7214285714286
"23249","53059","Skamania, WA","WASHINGTON","Life Expectancy",80.4
"23250","53061","Snohomish, WA","WASHINGTON","Life Expectancy",79.591095890411
"23251","53063","Spokane, WA","WASHINGTON","Life Expectancy",77.7233009708738
"23252","53065","Stevens, WA","WASHINGTON","Life Expectancy",77.625
"23253","53067","Thurston, WA","WASHINGTON","Life Expectancy",79.7708333333333
"23254","53069","Wahkiakum, WA","WASHINGTON","Life Expectancy",78.4
"23255","53071","WallaWalla, WA","WASHINGTON","Life Expectancy",80.0272727272727
"23256","53073","Whatcom, WA","WASHINGTON","Life Expectancy",80.5387096774194
"23257","53075","Whitman, WA","WASHINGTON","Life Expectancy",80.8285714285714
"23258","53077","Yakima, WA","WASHINGTON","Life Expectancy",78.2886363636364
"23259","54001","Barbour, WV","WESTVIRGINIA","Life Expectancy",73.95
"23260","54003","Berkeley, WV","WESTVIRGINIA","Life Expectancy",76.2928571428571
"23261","54005","Boone, WV","WESTVIRGINIA","Life Expectancy",74.45
"23262","54007","Braxton, WV","WESTVIRGINIA","Life Expectancy",76.9333333333333
"23263","54009","Brooke, WV","WESTVIRGINIA","Life Expectancy",75.2166666666667
"23264","54011","Cabell, WV","WESTVIRGINIA","Life Expectancy",73.2851851851852
"23265","54013","Calhoun, WV","WESTVIRGINIA","Life Expectancy",74.4
"23266","54015","Clay, WV","WESTVIRGINIA","Life Expectancy",76
"23267","54017","Doddridge, WV","WESTVIRGINIA","Life Expectancy",80.1
"23268","54019","Fayette, WV","WESTVIRGINIA","Life Expectancy",76.4166666666667
"23269","54021","Gilmer, WV","WESTVIRGINIA","Life Expectancy",77.15
"23270","54023","Grant, WV","WESTVIRGINIA","Life Expectancy",77
"23271","54025","Greenbrier, WV","WESTVIRGINIA","Life Expectancy",75.4428571428571
"23272","54027","Hampshire, WV","WESTVIRGINIA","Life Expectancy",78.14
"23273","54029","Hancock, WV","WESTVIRGINIA","Life Expectancy",75.6375
"23274","54031","Hardy, WV","WESTVIRGINIA","Life Expectancy",78.5
"23275","54033","Harrison, WV","WESTVIRGINIA","Life Expectancy",74.5545454545454
"23276","54035","Jackson, WV","WESTVIRGINIA","Life Expectancy",78.0166666666667
"23277","54037","Jefferson, WV","WESTVIRGINIA","Life Expectancy",77.9333333333333
"23278","54039","Kanawha, WV","WESTVIRGINIA","Life Expectancy",75.034693877551
"23279","54041","Lewis, WV","WESTVIRGINIA","Life Expectancy",74.28
"23280","54043","Lincoln, WV","WESTVIRGINIA","Life Expectancy",72.58
"23281","54045","Logan, WV","WESTVIRGINIA","Life Expectancy",75.8333333333333
"23282","54047","McDowell, WV","WESTVIRGINIA","Life Expectancy",75.6125
"23283","54049","Marion, WV","WESTVIRGINIA","Life Expectancy",76.4
"23284","54051","Marshall, WV","WESTVIRGINIA","Life Expectancy",75.1777777777778
"23285","54053","Mason, WV","WESTVIRGINIA","Life Expectancy",76.9666666666667
"23286","54055","Mercer, WV","WESTVIRGINIA","Life Expectancy",73.46875
"23287","54057","Mineral, WV","WESTVIRGINIA","Life Expectancy",76.6714285714286
"23288","54059","Mingo, WV","WESTVIRGINIA","Life Expectancy",73.2571428571429
"23289","54061","Monongalia, WV","WESTVIRGINIA","Life Expectancy",77.6947368421053
"23290","54063","Monroe, WV","WESTVIRGINIA","Life Expectancy",81
"23291","54065","Morgan, WV","WESTVIRGINIA","Life Expectancy",76.375
"23292","54067","Nicholas, WV","WESTVIRGINIA","Life Expectancy",74
"23293","54069","Ohio, WV","WESTVIRGINIA","Life Expectancy",75.6055555555556
"23294","54071","Pendleton, WV","WESTVIRGINIA","Life Expectancy",80.5
"23295","54073","Pleasants, WV","WESTVIRGINIA","Life Expectancy",76.25
"23296","54075","Pocahontas, WV","WESTVIRGINIA","Life Expectancy",75.2333333333333
"23297","54077","Preston, WV","WESTVIRGINIA","Life Expectancy",77.0625
"23298","54079","Putnam, WV","WESTVIRGINIA","Life Expectancy",77.76
"23299","54081","Raleigh, WV","WESTVIRGINIA","Life Expectancy",75.3235294117647
"23300","54083","Randolph, WV","WESTVIRGINIA","Life Expectancy",79.6333333333333
"23301","54085","Ritchie, WV","WESTVIRGINIA","Life Expectancy",76.7
"23302","54087","Roane, WV","WESTVIRGINIA","Life Expectancy",74.975
"23303","54089","Summers, WV","WESTVIRGINIA","Life Expectancy",72.85
"23304","54091","Taylor, WV","WESTVIRGINIA","Life Expectancy",76.2
"23305","54093","Tucker, WV","WESTVIRGINIA","Life Expectancy",77.6
"23306","54095","Tyler, WV","WESTVIRGINIA","Life Expectancy",78.0666666666667
"23307","54097","Upshur, WV","WESTVIRGINIA","Life Expectancy",76.28
"23308","54099","Wayne, WV","WESTVIRGINIA","Life Expectancy",75.6636363636364
"23309","54101","Webster, WV","WESTVIRGINIA","Life Expectancy",76.0333333333333
"23310","54103","Wetzel, WV","WESTVIRGINIA","Life Expectancy",75.78
"23311","54105","Wirt, WV","WESTVIRGINIA","Life Expectancy",77.45
"23312","54107","Wood, WV","WESTVIRGINIA","Life Expectancy",75.3346153846154
"23313","54109","Wyoming, WV","WESTVIRGINIA","Life Expectancy",72.75
"23314","55001","Adams, WI","WISCONSIN","Life Expectancy",77.18
"23315","55003","Ashland, WI","WISCONSIN","Life Expectancy",77.0666666666667
"23316","55005","Barron, WI","WISCONSIN","Life Expectancy",79.02
"23317","55007","Bayfield, WI","WISCONSIN","Life Expectancy",80.9
"23318","55009","Brown, WI","WISCONSIN","Life Expectancy",79.14375
"23319","55011","Buffalo, WI","WISCONSIN","Life Expectancy",80.775
"23320","55013","Burnett, WI","WISCONSIN","Life Expectancy",78.3666666666667
"23321","55015","Calumet, WI","WISCONSIN","Life Expectancy",80.7909090909091
"23322","55017","Chippewa, WI","WISCONSIN","Life Expectancy",80.0181818181818
"23323","55019","Clark, WI","WISCONSIN","Life Expectancy",80.825
"23324","55021","Columbia, WI","WISCONSIN","Life Expectancy",80.2333333333333
"23325","55023","Crawford, WI","WISCONSIN","Life Expectancy",79.6833333333333
"23326","55025","Dane, WI","WISCONSIN","Life Expectancy",80.58625
"23327","55027","Dodge, WI","WISCONSIN","Life Expectancy",78.9277777777778
"23328","55029","Door, WI","WISCONSIN","Life Expectancy",78.9
"23329","55031","Douglas, WI","WISCONSIN","Life Expectancy",78.16
"23330","55033","Dunn, WI","WISCONSIN","Life Expectancy",81.6142857142857
"23331","55035","EauClaire, WI","WISCONSIN","Life Expectancy",79.2384615384615
"23332","55037","Florence, WI","WISCONSIN","Life Expectancy",79.75
"23333","55039","FondduLac, WI","WISCONSIN","Life Expectancy",80.2941176470588
"23334","55041","Forest, WI","WISCONSIN","Life Expectancy",77.675
"23335","55043","Grant, WI","WISCONSIN","Life Expectancy",79.5727272727273
"23336","55045","Green, WI","WISCONSIN","Life Expectancy",79.725
"23337","55047","GreenLake, WI","WISCONSIN","Life Expectancy",78.7
"23338","55049","Iowa, WI","WISCONSIN","Life Expectancy",80.7
"23339","55051","Iron, WI","WISCONSIN","Life Expectancy",80.1333333333333
"23340","55053","Jackson, WI","WISCONSIN","Life Expectancy",79.76
"23341","55055","Jefferson, WI","WISCONSIN","Life Expectancy",80.4526315789474
"23342","55057","Juneau, WI","WISCONSIN","Life Expectancy",78.7285714285714
"23343","55059","Kenosha, WI","WISCONSIN","Life Expectancy",77.5935483870968
"23344","55061","Kewaunee, WI","WISCONSIN","Life Expectancy",81.3333333333333
"23345","55063","LaCrosse, WI","WISCONSIN","Life Expectancy",79.2631578947368
"23346","55065","Lafayette, WI","WISCONSIN","Life Expectancy",82.46
"23347","55067","Langlade, WI","WISCONSIN","Life Expectancy",79.76
"23348","55069","Lincoln, WI","WISCONSIN","Life Expectancy",78.2888888888889
"23349","55071","Manitowoc, WI","WISCONSIN","Life Expectancy",79.625
"23350","55073","Marathon, WI","WISCONSIN","Life Expectancy",80.4111111111111
"23351","55075","Marinette, WI","WISCONSIN","Life Expectancy",79.1363636363636
"23352","55077","Marquette, WI","WISCONSIN","Life Expectancy",78.8
"23353","55078","Menominee, WI","WISCONSIN","Life Expectancy",81.5
"23354","55079","Milwaukee, WI","WISCONSIN","Life Expectancy",76.7435555555556
"23355","55081","Monroe, WI","WISCONSIN","Life Expectancy",79.1333333333333
"23356","55083","Oconto, WI","WISCONSIN","Life Expectancy",78.95
"23357","55085","Oneida, WI","WISCONSIN","Life Expectancy",78.6583333333333
"23358","55087","Outagamie, WI","WISCONSIN","Life Expectancy",78.9828571428571
"23359","55089","Ozaukee, WI","WISCONSIN","Life Expectancy",81.2470588235294
"23360","55091","Pepin, WI","WISCONSIN","Life Expectancy",81.5
"23361","55093","Pierce, WI","WISCONSIN","Life Expectancy",81.0142857142857
"23362","55095","Polk, WI","WISCONSIN","Life Expectancy",78.66
"23363","55097","Portage, WI","WISCONSIN","Life Expectancy",81.5818181818182
"23364","55099","Price, WI","WISCONSIN","Life Expectancy",78.78
"23365","55101","Racine, WI","WISCONSIN","Life Expectancy",78.0243243243243
"23366","55103","Richland, WI","WISCONSIN","Life Expectancy",80.8
"23367","55105","Rock, WI","WISCONSIN","Life Expectancy",77.94375
"23368","55107","Rusk, WI","WISCONSIN","Life Expectancy",82.125
"23369","55109","St.Croix, WI","WISCONSIN","Life Expectancy",79.6923076923077
"23370","55111","Sauk, WI","WISCONSIN","Life Expectancy",80.2
"23371","55113","Sawyer, WI","WISCONSIN","Life Expectancy",77.5
"23372","55115","Shawano, WI","WISCONSIN","Life Expectancy",79.49
"23373","55117","Sheboygan, WI","WISCONSIN","Life Expectancy",78.892
"23374","55119","Taylor, WI","WISCONSIN","Life Expectancy",83.86
"23375","55121","Trempealeau, WI","WISCONSIN","Life Expectancy",80.825
"23376","55123","Vernon, WI","WISCONSIN","Life Expectancy",81.0285714285714
"23377","55125","Vilas, WI","WISCONSIN","Life Expectancy",79.02
"23378","55127","Walworth, WI","WISCONSIN","Life Expectancy",79.0105263157895
"23379","55129","Washburn, WI","WISCONSIN","Life Expectancy",77.22
"23380","55131","Washington, WI","WISCONSIN","Life Expectancy",79.8615384615385
"23381","55133","Waukesha, WI","WISCONSIN","Life Expectancy",80.8297297297297
"23382","55135","Waupaca, WI","WISCONSIN","Life Expectancy",77.8833333333333
"23383","55137","Waushara, WI","WISCONSIN","Life Expectancy",79.4833333333333
"23384","55139","Winnebago, WI","WISCONSIN","Life Expectancy",78.8405405405405
"23385","55141","Wood, WI","WISCONSIN","Life Expectancy",79.5266666666667
"23386","56001","Albany, WY","WYOMING","Life Expectancy",80.9125
"23387","56003","BigHorn, WY","WYOMING","Life Expectancy",81.1333333333333
"23388","56005","Campbell, WY","WYOMING","Life Expectancy",78.42
"23389","56007","Carbon, WY","WYOMING","Life Expectancy",78.725
"23390","56009","Converse, WY","WYOMING","Life Expectancy",82
"23391","56011","Crook, WY","WYOMING","Life Expectancy",87.1
"23392","56013","Fremont, WY","WYOMING","Life Expectancy",78.9
"23393","56015","Goshen, WY","WYOMING","Life Expectancy",81.2
"23394","56017","HotSprings, WY","WYOMING","Life Expectancy",76.5
"23395","56019","Johnson, WY","WYOMING","Life Expectancy",83.9
"23396","56021","Laramie, WY","WYOMING","Life Expectancy",80.4411764705882
"23397","56023","Lincoln, WY","WYOMING","Life Expectancy",80.55
"23398","56025","Natrona, WY","WYOMING","Life Expectancy",79.5294117647059
"23399","56027","Niobrara, WY","WYOMING","Life Expectancy",77.9
"23400","56029","Park, WY","WYOMING","Life Expectancy",81.68
"23401","56031","Platte, WY","WYOMING","Life Expectancy",78.95
"23402","56033","Sheridan, WY","WYOMING","Life Expectancy",79.7166666666667
"23403","56035","Sublette, WY","WYOMING","Life Expectancy",81.95
"23404","56037","Sweetwater, WY","WYOMING","Life Expectancy",79.1777777777778
"23405","56039","Teton, WY","WYOMING","Life Expectancy",81.95
"23406","56041","Uinta, WY","WYOMING","Life Expectancy",77.7
"23407","56043","Washakie, WY","WYOMING","Life Expectancy",80.6
"23408","56045","Weston, WY","WYOMING","Life Expectancy",78.8
"23409","01001","Autauga, AL","ALABAMA","GDP per capita",27.8216323582521
"23410","01003","Baldwin, AL","ALABAMA","GDP per capita",33.523159329042
"23411","01005","Barbour, AL","ALABAMA","GDP per capita",28.7490635227318
"23412","01007","Bibb, AL","ALABAMA","GDP per capita",16.9142844440493
"23413","01009","Blount, AL","ALABAMA","GDP per capita",16.1615609992892
"23414","01011","Bullock, AL","ALABAMA","GDP per capita",24.1246096799375
"23415","01013","Butler, AL","ALABAMA","GDP per capita",31.0490720193666
"23416","01015","Calhoun, AL","ALABAMA","GDP per capita",35.9003734142979
"23417","01017","Chambers, AL","ALABAMA","GDP per capita",24.2879679144385
"23418","01019","Cherokee, AL","ALABAMA","GDP per capita",20.3589545612477
"23419","01021","Chilton, AL","ALABAMA","GDP per capita",22.2532062194984
"23420","01023","Choctaw, AL","ALABAMA","GDP per capita",38.1374081237911
"23421","01025","Clarke, AL","ALABAMA","GDP per capita",30.5334051724138
"23422","01027","Clay, AL","ALABAMA","GDP per capita",31.4402039439154
"23423","01029","Cleburne, AL","ALABAMA","GDP per capita",18.4038616251006
"23424","01031","Coffee, AL","ALABAMA","GDP per capita",25.46841004994
"23425","01033","Colbert, AL","ALABAMA","GDP per capita",42.7415968304395
"23426","01035","Conecuh, AL","ALABAMA","GDP per capita",37.6424076165887
"23427","01037","Coosa, AL","ALABAMA","GDP per capita",16.4062470949149
"23428","01039","Covington, AL","ALABAMA","GDP per capita",29.5728225806452
"23429","01041","Crenshaw, AL","ALABAMA","GDP per capita",30.9390349609939
"23430","01043","Cullman, AL","ALABAMA","GDP per capita",31.9800852111571
"23431","01045","Dale, AL","ALABAMA","GDP per capita",51.1905351380969
"23432","01047","Dallas, AL","ALABAMA","GDP per capita",28.1520856215995
"23433","01049","DeKalb, AL","ALABAMA","GDP per capita",26.0506661057355
"23434","01051","Elmore, AL","ALABAMA","GDP per capita",22.2970275066548
"23435","01053","Escambia, AL","ALABAMA","GDP per capita",32.5650754243463
"23436","01055","Etowah, AL","ALABAMA","GDP per capita",26.9221006734924
"23437","01057","Fayette, AL","ALABAMA","GDP per capita",19.4930883957803
"23438","01059","Franklin, AL","ALABAMA","GDP per capita",29.4499141930973
"23439","01061","Geneva, AL","ALABAMA","GDP per capita",19.9241397584889
"23440","01063","Greene, AL","ALABAMA","GDP per capita",26.2072320999519
"23441","01065","Hale, AL","ALABAMA","GDP per capita",16.3201431561888
"23442","01067","Henry, AL","ALABAMA","GDP per capita",23.8098406583786
"23443","01069","Houston, AL","ALABAMA","GDP per capita",47.3469656740081
"23444","01071","Jackson, AL","ALABAMA","GDP per capita",26.6480560055543
"23445","01073","Jefferson, AL","ALABAMA","GDP per capita",62.5223775163716
"23446","01075","Lamar, AL","ALABAMA","GDP per capita",21.9672308246309
"23447","01077","Lauderdale, AL","ALABAMA","GDP per capita",25.5744846363283
"23448","01079","Lawrence, AL","ALABAMA","GDP per capita",15.1708512311695
"23449","01081","Lee, AL","ALABAMA","GDP per capita",34.7695777899126
"23450","01083","Limestone, AL","ALABAMA","GDP per capita",37.7186335469296
"23451","01085","Lowndes, AL","ALABAMA","GDP per capita",37.4845718821312
"23452","01087","Macon, AL","ALABAMA","GDP per capita",25.5893735300406
"23453","01089","Madison, AL","ALABAMA","GDP per capita",65.337709370756
"23454","01091","Marengo, AL","ALABAMA","GDP per capita",35.2774183530873
"23455","01093","Marion, AL","ALABAMA","GDP per capita",26.5515301680841
"23456","01095","Marshall, AL","ALABAMA","GDP per capita",34.2544566774359
"23457","01097","Mobile, AL","ALABAMA","GDP per capita",45.0429736739159
"23458","01099","Monroe, AL","ALABAMA","GDP per capita",28.1878702397743
"23459","01101","Montgomery, AL","ALABAMA","GDP per capita",55.3372374317554
"23460","01103","Morgan, AL","ALABAMA","GDP per capita",43.0816018387256
"23461","01105","Perry, AL","ALABAMA","GDP per capita",20.7515334122458
"23462","01107","Pickens, AL","ALABAMA","GDP per capita",21.2387491972534
"23463","01109","Pike, AL","ALABAMA","GDP per capita",38.5892058920589
"23464","01111","Randolph, AL","ALABAMA","GDP per capita",20.4932662162759
"23465","01113","Russell, AL","ALABAMA","GDP per capita",22.6713659580342
"23466","01115","St.Clair, AL","ALABAMA","GDP per capita",21.2698519133073
"23467","01117","Shelby, AL","ALABAMA","GDP per capita",50.6716987143446
"23468","01119","Sumter, AL","ALABAMA","GDP per capita",22.9889036492928
"23469","01121","Talladega, AL","ALABAMA","GDP per capita",35.6313583042034
"23470","01123","Tallapoosa, AL","ALABAMA","GDP per capita",31.2165462124763
"23471","01125","Tuscaloosa, AL","ALABAMA","GDP per capita",50.6096042063626
"23472","01127","Walker, AL","ALABAMA","GDP per capita",26.4316019341756
"23473","01129","Washington, AL","ALABAMA","GDP per capita",47.7553956834532
"23474","01131","Wilcox, AL","ALABAMA","GDP per capita",36.011234903099
"23475","01133","Winston, AL","ALABAMA","GDP per capita",29.350235452405
"23476","05003","Ashley, AR","ARKANSAS","GDP per capita",33.3994573260977
"23477","05005","Baxter, AR","ARKANSAS","GDP per capita",30.8633982668308
"23478","05007","Benton, AR","ARKANSAS","GDP per capita",53.0433814094725
"23479","05009","Boone, AR","ARKANSAS","GDP per capita",31.3565401409017
"23480","05011","Bradley, AR","ARKANSAS","GDP per capita",27.4605480963767
"23481","05013","Calhoun, AR","ARKANSAS","GDP per capita",59.8642141756549
"23482","05015","Carroll, AR","ARKANSAS","GDP per capita",28.2643661720007
"23483","05017","Chicot, AR","ARKANSAS","GDP per capita",22.8869524258125
"23484","05019","Clark, AR","ARKANSAS","GDP per capita",31.9370588760833
"23485","05021","Clay, AR","ARKANSAS","GDP per capita",20.0247833971388
"23486","05023","Cleburne, AR","ARKANSAS","GDP per capita",28.5055378486056
"23487","05025","Cleveland, AR","ARKANSAS","GDP per capita",14.6268454724409
"23488","05027","Columbia, AR","ARKANSAS","GDP per capita",35.0433630551817
"23489","05029","Conway, AR","ARKANSAS","GDP per capita",35.9273180554224
"23490","05031","Craighead, AR","ARKANSAS","GDP per capita",40.3790209138758
"23491","05033","Crawford, AR","ARKANSAS","GDP per capita",24.665279969397
"23492","05035","Crittenden, AR","ARKANSAS","GDP per capita",34.5053624260355
"23493","05037","Cross, AR","ARKANSAS","GDP per capita",23.6056229196386
"23494","05039","Dallas, AR","ARKANSAS","GDP per capita",26.1821678802033
"23495","05041","Desha, AR","ARKANSAS","GDP per capita",43.6746946793065
"23496","05043","Drew, AR","ARKANSAS","GDP per capita",30.3681924309062
"23497","05045","Faulkner, AR","ARKANSAS","GDP per capita",28.8112259755387
"23498","05047","Franklin, AR","ARKANSAS","GDP per capita",23.2519449768858
"23499","05049","Fulton, AR","ARKANSAS","GDP per capita",13.3776469626359
"23500","05051","Garland, AR","ARKANSAS","GDP per capita",30.991476840343
"23501","05053","Grant, AR","ARKANSAS","GDP per capita",21.2812534480856
"23502","05055","Greene, AR","ARKANSAS","GDP per capita",29.5883347798028
"23503","05057","Hempstead, AR","ARKANSAS","GDP per capita",39.4225803497848
"23504","05059","HotSpring, AR","ARKANSAS","GDP per capita",26.0082150191981
"23505","05061","Howard, AR","ARKANSAS","GDP per capita",40.4563143264969
"23506","05063","Independence, AR","ARKANSAS","GDP per capita",43.6617682421781
"23507","05065","Izard, AR","ARKANSAS","GDP per capita",19.0306558585114
"23508","05067","Jackson, AR","ARKANSAS","GDP per capita",37.5964644388324
"23509","05069","Jefferson, AR","ARKANSAS","GDP per capita",39.6921422591727
"23510","05071","Johnson, AR","ARKANSAS","GDP per capita",24.8648566661611
"23511","05073","Lafayette, AR","ARKANSAS","GDP per capita",18.6526470588235
"23512","05075","Lawrence, AR","ARKANSAS","GDP per capita",23.8665780409692
"23513","05077","Lee, AR","ARKANSAS","GDP per capita",17.6845768979769
"23514","05079","Lincoln, AR","ARKANSAS","GDP per capita",16.4188034188034
"23515","05081","LittleRiver, AR","ARKANSAS","GDP per capita",35.4793877055155
"23516","05083","Logan, AR","ARKANSAS","GDP per capita",20.2522152482924
"23517","05085","Lonoke, AR","ARKANSAS","GDP per capita",16.4542107875579
"23518","05087","Madison, AR","ARKANSAS","GDP per capita",21.151872185553
"23519","05089","Marion, AR","ARKANSAS","GDP per capita",33.1251517358582
"23520","05091","Miller, AR","ARKANSAS","GDP per capita",28.3118516478472
"23521","05093","Mississippi, AR","ARKANSAS","GDP per capita",61.0243080282961
"23522","05095","Monroe, AR","ARKANSAS","GDP per capita",24.8412765957447
"23523","05097","Montgomery, AR","ARKANSAS","GDP per capita",13.9768715083799
"23524","05099","Nevada, AR","ARKANSAS","GDP per capita",26.7097353610346
"23525","05101","Newton, AR","ARKANSAS","GDP per capita",11.7718894009217
"23526","05103","Ouachita, AR","ARKANSAS","GDP per capita",23.4860260176248
"23527","05105","Perry, AR","ARKANSAS","GDP per capita",13.1610816030903
"23528","05107","Phillips, AR","ARKANSAS","GDP per capita",25.4719445340213
"23529","05109","Pike, AR","ARKANSAS","GDP per capita",19.6993306061733
"23530","05111","Poinsett, AR","ARKANSAS","GDP per capita",22.5329762303314
"23531","05113","Polk, AR","ARKANSAS","GDP per capita",24.3395043296506
"23532","05115","Pope, AR","ARKANSAS","GDP per capita",40.783394237857
"23533","05117","Prairie, AR","ARKANSAS","GDP per capita",20.1399438270851
"23534","05119","Pulaski, AR","ARKANSAS","GDP per capita",67.1795799647299
"23535","05121","Randolph, AR","ARKANSAS","GDP per capita",24.7157954224357
"23536","05123","St.Francis, AR","ARKANSAS","GDP per capita",25.1428957528958
"23537","05125","Saline, AR","ARKANSAS","GDP per capita",19.0556379014362
"23538","05127","Scott, AR","ARKANSAS","GDP per capita",24.6049537393986
"23539","05129","Searcy, AR","ARKANSAS","GDP per capita",19.8080424886191
"23540","05131","Sebastian, AR","ARKANSAS","GDP per capita",47.8058248622552
"23541","05133","Sevier, AR","ARKANSAS","GDP per capita",26.3525554709912
"23542","05135","Sharp, AR","ARKANSAS","GDP per capita",17.7517358072233
"23543","05137","Stone, AR","ARKANSAS","GDP per capita",17.2776753507014
"23544","05139","Union, AR","ARKANSAS","GDP per capita",61.9661588379934
"23545","05141","VanBuren, AR","ARKANSAS","GDP per capita",28.8787405359933
"23546","05143","Washington, AR","ARKANSAS","GDP per capita",45.0269793231707
"23547","05145","White, AR","ARKANSAS","GDP per capita",27.1043523526574
"23548","05147","Woodruff, AR","ARKANSAS","GDP per capita",32.5662023572631
"23549","05149","Yell, AR","ARKANSAS","GDP per capita",25.9016026835632
"23550","06001","Alameda, CA","CALIFORNIA","GDP per capita",76.1631708750967
"23551","06003","Alpine, CA","CALIFORNIA","GDP per capita",100.57844080847
"23552","06005","Amador, CA","CALIFORNIA","GDP per capita",42.2882718780088
"23553","06007","Butte, CA","CALIFORNIA","GDP per capita",38.5323514172981
"23554","06009","Calaveras, CA","CALIFORNIA","GDP per capita",31.0399657248319
"23555","06011","Colusa, CA","CALIFORNIA","GDP per capita",57.9881607159504
"23556","06013","ContraCosta, CA","CALIFORNIA","GDP per capita",69.420555552151
"23557","06015","DelNorte, CA","CALIFORNIA","GDP per capita",25.6261502091289
"23558","06017","ElDorado, CA","CALIFORNIA","GDP per capita",39.4312245774622
"23559","06019","Fresno, CA","CALIFORNIA","GDP per capita",42.7736665850703
"23560","06021","Glenn, CA","CALIFORNIA","GDP per capita",40.1986345438948
"23561","06023","Humboldt, CA","CALIFORNIA","GDP per capita",38.1489407091364
"23562","06025","Imperial, CA","CALIFORNIA","GDP per capita",46.8802939662758
"23563","06027","Inyo, CA","CALIFORNIA","GDP per capita",67.5423596818157
"23564","06029","Kern, CA","CALIFORNIA","GDP per capita",55.4517062641316
"23565","06031","Kings, CA","CALIFORNIA","GDP per capita",40.1813711502346
"23566","06033","Lake, CA","CALIFORNIA","GDP per capita",29.2230080224317
"23567","06035","Lassen, CA","CALIFORNIA","GDP per capita",34.7713673826984
"23568","06037","LosAngeles, CA","CALIFORNIA","GDP per capita",69.8087016208785
"23569","06039","Madera, CA","CALIFORNIA","GDP per capita",39.8506816441811
"23570","06041","Marin, CA","CALIFORNIA","GDP per capita",104.543199855353
"23571","06043","Mariposa, CA","CALIFORNIA","GDP per capita",44.5178530424799
"23572","06045","Mendocino, CA","CALIFORNIA","GDP per capita",37.7828923232138
"23573","06047","Merced, CA","CALIFORNIA","GDP per capita",33.603116640013
